;;;;;;;;;;;;;
IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.;
jelenovi zrezki nimrod;S798;1kg;23,78 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
stegno jelen;S801;1kg;19,92 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
pleèe jelen;S804;1kg;16,02 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
jelenove golaž kocke nimrod;S807;1kg;14,69 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
divji prašiè pleèe;S810;1kg;15,93 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
golaž kocke divji prašiè;S813;1kg;14,99 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
zrezki srna nimrod;S816;1kg;34,21 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
srnje stegno;S819;1kg;32,30 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
spleèe srna;S822;1kg;18,59 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
golaž kocke srna;S825;1kg;17,22 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Krismit d.o.o.;763;Trata 35, 4220 Škofja Loka, Slovenija;04 513 06 90;
pleskavica anton meso kamnik;S828;480g;4,10 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
svinjski kare s kostmi;S831;500g;4,29 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
svinjski vrat s kostmi;S834;500g;3,69 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
meso za rižoto;S837;1kg;6,66 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
èevapèièi žar;S840;480g;4,10 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
leskovaèki èevapèièi;S843;480g;4,39 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
grill klobasa;S846;400g;3,29 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mesnine Žerak, d.o.o.;350;Strmolska ulica 9, 3252 Rogatec, Slovenija;03 818 26 70;
leskovaèka klobasica;S849;1kg;9,30 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mesarija Mlinariè, d.o.o.;209;Železniška ulica 1, 4248 Lesce, Slovenija;04 531 83 32;
goveje stegno zrezek tann;S852;1kg;22,39 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
svinjski zrezek minutka;S855;1kg;9,95 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
klobasa pikant za žar anton;S858;1kg;9,53 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
svinjski hrbet brez kosti zaèinjen;S861;1kg;10,48 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
zrezki ml. goveji;S864;1kg;14,58 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
svinjsko stegno brez kosti;S867;1kg;9,69 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;KZ Sevnica z.o.o.;415;Savska cesta 20C, 8290 Sevnica, Slovenija;07 816 36 60;
sudžukica goveja pikatna klobasa;S870;1kg;11,67 €;meso;2874;Spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Èadež d.o.o.;152;Visoko 7g, 4212 Visoko, Slovenija;04 201 34 70;
bio pinjanec spar natur*pur;S873;500ml;0,75 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
ledena kava macchiato s-budget;S876;250ml;0,59;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
ledena kava s-budget;S879;1l;0,99 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
vanilijev shake s-budget;S882;230ml;0,69 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
jagodni shake s-budget;S885;230ml;0,69 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
naravni pinjenec, 0,5%m.m.;S888;220g;0,38 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
pinjenec sadni, bezek in limona, 0,4%m.m.;S891;220g;0,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
ledena kava;S894;1l;1,33 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
èokoladno mleko;S897;1l;1,12 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
èokoladno mleko;S900;200ml;0,43 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
kavni napitek, macchiato, cafemio, rauch;S903;250ml;1,11 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Atlantic trade d.o.o.;643;Kolinska ulica 1, 1000 Ljubljana, Slovenija;01 530 55 70;
kavni napitek, capuccino, cafemio, rauch;S906;250ml;1,11 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Atlantic trade d.o.o.;643;Kolinska ulica 1, 1000 Ljubljana, Slovenija;01 530 55 70;
pinjenec ananas, 0,4%m.m.;S909;220g;0,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
pinjenec višnja, 0,4%m.m.;S912;220g;0,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
napitek monte drink;S915;200ml;0,68 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Erfa d.o.o.;992;Bevkova 12, 1233 Dob, Slovenija;01 5208 200;
èokoladno mleko;S918;200ml;0,41 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
ledena kava, maxim premium;S921;1l;1,45 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sirotka;S924;500ml;0,69 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
ledena kava, mixim premium;S927;200ml;0,49 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
èokoladno alpsko mleko;S930;1l;1,64 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
šokoladno alpsko mleko;S933;500ml;0,96 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
pinjenec sadni, jagoda, 0,4%m.m.;S936;220g;0,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
pinjenec;S939;500g;1,18 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
mleèni zdrob emmi;S942;175g;1,29 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Koèna d.o.o.;901;Nevlje 34H, 1241 Kamnik, Slovenija;04 584 51 00;
vanilijevo alpsko mleko;S945;1l;1,64 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kava, karamela macchiato, sturbucks;S948;220ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
èokoladno mleko;S951;500ml;0,74 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
èokoladno mleko;S954;200ml;0,44 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
vanilijevo alpsko mleko;S957;200ml;0,56 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
lešinkovo alpsko mleko;S960;1l;1,64 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
mleèni proteinski napitek vanilija fit;S963;500g;1,47 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
kozja sirotka, fermentirana, videc;S966;500ml;1,49;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;FARMANOVA d.o.o.;423;Zvezna ulica 2A, 1000 Ljubljana, Slovenija;031 325 175;
èokoladno alpsko mleko;S969;200ml;0,52 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
èokoladno alpsko mleko brez laktoze;S972;1l;1,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kava lešnik starbucks;S975;220ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kava vanilija sturbucks;S978;220ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
èokoladno mleko;S981;500ml;0,98 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
èokoladno mleko;S984;200ml;0,48 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sveže mleko, 3,5%m.m., s-budget;S987;1l;0,62 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko, 3,5%m.m., s-budget;S990;1l;0,67 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko, 1,5%m.m., s-budget;S993;1l;0,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko izpod triglava, 3,5%m.m., spar premium;S996;1l;1,17 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
ledena kava cappuccino s-budget;S999;250ml;0,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
ledena kava latte machiato karamela s-budget;S1002;250ml;0,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko, 1,5%m.m., spar freen from;S1005;1l;1,17 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko, 3,5%m.m., spar freen from;S1008;1l;1,19 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže kozje mleko,2,8%m.m.;S1011;750ml;1,79 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
sveže mleko, 1,5%m.m.;S1014;1l;0,62 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kislo mleko, 1,1%m.m.;S1017;500g;1,21 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
èvrsto kislo mleko mu;S1020;180g;0,49 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sveže mleko mu, 3,5%m.m.;S1023;1l;1,08 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sveže mleko mu, 1,5%m.m.;S1026;1l;0,90 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sveže mleko, 3,5%m.m.;S1029;1l;1,25 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
sveže mleko, 1,5%m.m.;S1032;1l;1,18 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
bio mleko krepko, 3,2% m.m.;S1035;750ml;1,26 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
kislo mleko èvrsto, zelene doline, 3,2%m.m.;S1038;180g;0,48 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
sveže polno mleko zelene doline, 3,5%m.m.;S1041;1l;1,08 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
sveže mleko, 3,5%m.m., steklenica;S1044;1l;1,51 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
bio desert, riž in vanilija, the bridge;S1047;4x 110g;2,97 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prema d.o.o.;296;Ulica majorja Lavrièa 12, 1000 Ljubljana, Slovenija;01 510 11 35;
bio desert, riž in èokolada, the bridge;S1050;4x 110g;2,99 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prema d.o.o.;296;Ulica majorja Lavrièa 12, 1000 Ljubljana, Slovenija;01 510 11 35;
kislo mleko, tekoèe, zelene doline, 3,2%m.m.;S1053;500g;1,07 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
bio sveže mleko, 3,5%m.m.;S1056;1l;1,43 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
bohinjsko kislo mleko;S1059;180g;0,48 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Bohinjska sirarna d.o.o;871;.Srednja vas 114, 4267 Srednja vas v Bohinju, Slovenija;04 574 61 00;
sojin desert, èokolada,alpro;S1062;500ml;1,98 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Storck Adria d.o.o.;719;Brdnikova ulica 44, 1000 Ljubljana;01 2443 750;
sojin desert, vanilija,alpro;S1065;525g;1,99 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Storck Adria d.o.o.;719;Brdnikova ulica 44, 1000 Ljubljana;01 2443 750;
kavni napitek cafemio intenso, rauch;S1068;250ml;1,11 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Atlantic trade d.o.o.;643;Kolinska ulica 1, 1000 Ljubljana, Slovenija;01 530 55 70;
kava, cappucino, emmi latte;S1071;230ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Koèna d.o.o.;901;Nevlje 34H, 1241 Kamnik, Slovenija;04 584 51 00;
kava, macchiato, emmi latte;S1074;230ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Koèna d.o.o.;901;Nevlje 34H, 1241 Kamnik, Slovenija;04 584 51 00;
kava, caffe latte starbucks;S1077;220ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kava, vanilija, emmi latte;S1080;230ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Koèna d.o.o.;901;Nevlje 34H, 1241 Kamnik, Slovenija;04 584 51 00;
sveže mleko, 3,5%m.m.;S1083;500ml;0,75 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
kava, cappucino, starbucks;S1086;220ml;1,59 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kava, strong macchiato, emmi latte;S1089;230ml;1,59;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Koèna d.o.o.;901;Nevlje 34H, 1241 Kamnik, Slovenija;04 584 51 00;
trajno mleko, 3,5%m.m.;S1092;1l;0,77 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
trajno mleko, 1,5%m.m.;S1095;1l;0,67 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
trajno mleko s-budget, 3,5%m.m.;S1098;1l;0,65 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
trajno mleko s-budget, 1,5%m.m.;S1101;1l;0,57 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
trajno mleko s-budget, 0,5%m.m.;S1104;1l;0,53 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kefir s-budget;S1107;500g;0,83 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
tradicionalni kefir, spar premium, 3,5%m.m.;S1110;500g;1,33 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
mleko spar free from, 1,5%m.m.;S1113;1l;0,89 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
bio sveže mleko spar natur*pur, 3,5%m.m.;S1116;1l;1,09 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
bio mleko spar natur*pur, 0,9%m.m.;S1119;1l;1,09;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kondenzirano mleko;S1122;500g;1,12 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kefir;S1125;500ml;0,94 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
alpsko mleko, 0,5%m.m.;S1128;1l;1,23 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
alpsko mleko, 1,5%m.m.;S1131;500ml;0,84 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
